what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384092115080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384092127849
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384092131509
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384092138973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384092184269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384092188867
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384092189020
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384092191201
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384092191354
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384092192405
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1384092193973
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384092209561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384092212371
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384092228337
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384092245593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384092247427
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384092303760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384092325623
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384092517946
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1384092535190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384092541265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384092545440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384092546254
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384092553832
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384093631150
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384093643545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384093655461
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384093657156
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1384093663528
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384093688832
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1384093704783
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384093708112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384093719058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384093720008
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384093723788
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384093735819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384093737207
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384093737568
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384093741537
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384093746559
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384093749165
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1384093769398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384093769401
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384093769415
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1384093769423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384093785451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384093786622
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384093789089
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384115068653
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384115069947
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384115073586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384115073939
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384115247379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384115262905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384115269967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384115296521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384115312976
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384115313248
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384115317995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384115335076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384115356495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384116197009
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384116209735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384116708337
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384116728707
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384116728936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384116729112
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384116729282
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384116729775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384116729960
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384116730164
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384116730354
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384116730701
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384116730910
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384116731089
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384116731264
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384116731465
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384116731600
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384116731795
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384116732009
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384116733069
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1384116734504
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1384116734975
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1384116739635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384116745474
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384116748167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384116748999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384116754556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384116771955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384116775758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384116789951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384116798722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384116799745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384116802819
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384117033838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384117034190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384117092349
