what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384087468358
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384087469768
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384087471403
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384087478057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384087485693
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384087487613
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1384087513261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384087523796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384087525517
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384087537306
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384087541210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384087541953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384087542670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384087543894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384087558521
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384087560420
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1384087561638
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384087566481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384087573831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384087581123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384087589807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384087620960
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384087622305
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384087643088
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384087644531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384087649400
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384087812466
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1384087816602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384087823336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384087829780
error,log,,,"Current file is not a match for the given config.",1384087829859
error,log,,,"Current file is not a match for the given config.",1384087829861
error,log,,,"Current file is not a match for the given config.",1384087829863
error,log,,,"Current file is not a match for the given config.",1384087829865
error,log,,,"Current file is not a match for the given config.",1384087829867
error,log,,,"Current file is not a match for the given config.",1384087829868
error,log,,,"Current file is not a match for the given config.",1384087829870
error,log,,,"Current file is not a match for the given config.",1384087829872
error,log,,,"Current file is not a match for the given config.",1384087829874
error,log,,,"Current file is not a match for the given config.",1384087829875
error,log,,,"Current file is not a match for the given config.",1384087829877
error,log,,,"Current file is not a match for the given config.",1384087829879
error,log,,,"Current file is not a match for the given config.",1384087829881
error,log,,,"Current file is not a match for the given config.",1384087829882
error,log,,,"Current file is not a match for the given config.",1384087829884
error,log,,,"Current file is not a match for the given config.",1384087829886
error,log,,,"Current file is not a match for the given config.",1384087829889
error,log,,,"Current file is not a match for the given config.",1384087829891
error,log,,,"Current file is not a match for the given config.",1384087829893
error,log,,,"Current file is not a match for the given config.",1384087829895
error,log,,,"Current file is not a match for the given config.",1384087829897
error,log,,,"Current file is not a match for the given config.",1384087829898
error,log,,,"Current file is not a match for the given config.",1384087829900
error,log,,,"Current file is not a match for the given config.",1384087829902
error,log,,,"Current file is not a match for the given config.",1384087829904
error,log,,,"Current file is not a match for the given config.",1384087829906
error,log,,,"Current file is not a match for the given config.",1384087829908
error,log,,,"Current file is not a match for the given config.",1384087829909
error,log,,,"Current file is not a match for the given config.",1384087829911
error,log,,,"Current file is not a match for the given config.",1384087829913
error,log,,,"Current file is not a match for the given config.",1384087829915
error,log,,,"Current file is not a match for the given config.",1384087829916
error,log,,,"Current file is not a match for the given config.",1384087829918
error,log,,,"Current file is not a match for the given config.",1384087829920
error,log,,,"Current file is not a match for the given config.",1384087829921
error,log,,,"Current file is not a match for the given config.",1384087829923
error,log,,,"Current file is not a match for the given config.",1384087829925
error,log,,,"Current file is not a match for the given config.",1384087829927
error,log,,,"Current file is not a match for the given config.",1384087829929
error,log,,,"Current file is not a match for the given config.",1384087829931
opened,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384087830024
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384087830070
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384087835021
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384087842089
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384087850912
