what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384118849097
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384118849127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384118849159
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384118849193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384118849226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384118849533
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384118849725
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384118849895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384118850060
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384118850194
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384118850352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384118851017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384118851756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384118855883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384118858583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384118888394
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384118889162
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384118889165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384118896529
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384118900148
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384118902549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384118903473
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1384118912899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384118914568
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384118921426
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384118921428
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1384118922905
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384118924662
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1384118931012
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384118933813
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384118951488
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384118951946
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384118952197
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384118952544
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384118952948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384118953307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384118953646
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384118954070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384118954596
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384118954815
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1384118956706
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384118962417
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384118963430
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384118965089
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384118986701
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384118989431
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119012169
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119015247
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1384119015293
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384119017354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119018277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119022765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119023058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119025539
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119032257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119033010
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1384119048073
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119049481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119052106
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384119052137
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1384119052147
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384119056421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119057596
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1384119079002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119079005
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384119079021
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1384119079032
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384119080900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119103851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119109819
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1384119128799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119130183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119130329
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119142898
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384119148580
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384119148812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384119149061
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384119149252
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384119149766
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384119150210
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384119151039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119158501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119159307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119165969
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1384119175693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119175696
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384119175712
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1384119175721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119178030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119193606
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384119195750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119202857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119203918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119212044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119212688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119213116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119237882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119241429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119243169
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1384119269371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119298908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119299106
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119312573
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119313497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119323156
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1384119331027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119331030
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384119331046
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1384119331055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119334132
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119336466
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384119336482
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119339136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119342704
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1384119342715
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119350908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119355786
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1384119364400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119366334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119371679
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384119373746
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119380958
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119381466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119381500
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119381534
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119381566
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119381598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119381631
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119381753
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119381994
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119382160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119382351
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119382635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119389342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119389521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119389705
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119389864
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119390225
no handler,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1384119392938
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384119396027
no handler,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1384119396585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384119415542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384119415898
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384119416947
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1384119423086
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384119429354
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119435088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119435557
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119436069
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119436103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119436135
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119436334
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1384119445248
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119507562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119536250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119537552
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119544005
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384119546125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119560784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119563438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119564288
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1384119577492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119580096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119586285
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384119586301
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1384119586311
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384119591868
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119600673
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119601108
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384119601306
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1384119612594
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119656949
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119722390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119745113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119852724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119853645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119959901
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384119961652
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1384119968683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119968828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384119982840
